ST # ;ROAD;PC;WARD;PLAN;LOT;CONTRACTOR ;BLG TYPE ;MUNICIPALITY ;DESCRIPTION;D.U.;VALUE;FT2;PERMIT#;APPL. TYPE;ISSUED DATE
34  ;MUDMINNOW CRES ;K4A5H8;Ward 19;;42;MATTAMY DEVELOPMENT CORPORATION;Single;Cumberland;Construct a 2 Storey Single with attached garage  Model: Primrose II 2019 VC;1;312 199;1867;2004222;Construction; 2020-juil-03
42  ;MUDMINNOW CRES ;K4A5H8;Ward 19;;46;MATTAMY DEVELOPMENT CORPORATION;Single;Cumberland;Construct a 2 Storey Single with attached garage [Model: Wildflower 2019 TN];1;326 747;1954;2004223;Construction; 2020-juil-03
40  ;MUDMINNOW CRES ;K4A5H8;Ward 19;;45;MATTAMY DEVELOPMENT CORPORATION;Single;Cumberland;Construct a 2 Storey Single with attached garage [Model: Parkside 2019 GE];1;445 139;2662;2004224;Construction; 2020-juil-03
32  ;MUDMINNOW CRES ;K4A5H8;Ward 19;;41;MATTAMY DEVELOPMENT CORPORATION;Single;Cumberland;Construct a 2 Storey Single with attached garage  Model: Elderberry 2019 VC;1;287 116;1717;2004225;Construction; 2020-juil-03
4553  ;KELLY FARM DR ;;Ward 20;;129;PATHWAYS SOUTH REGIONAL INC.;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Blackburn 2019 A;1;354 339;2119;2004226;Construction; 2020-juil-03
2572  ;PAGE, CHEMIN  ;K1W1E2;Ward 2;;6 12;CONTRACTOR UNKNOWN;Demolition;Gloucester;Demolish a 1 storey detached dwelling;-1;1 000;-1372;2004227;Demolition; 2020-juil-03
100  ;SOLEIL AVE ;K4A0V8;Ward 19;4M1464;30;MCI POOLS;Single;Cumberland;Install an enclosure for an inground pool;0;0;0;2004228;Pool Enclosure; 2020-juil-03
1443  ;DUCHESS CRES ;K4M1K2;Ward 20;4M-850;14;***CONTRACTOR***;Single;Osgoode;Construct a 1 storey detached dwelling;1;593 631;3550;2004230;Construction; 2020-juil-03
1672  ;BARRINGTON ST ;K1C4W8;Ward 2;4M451;7;MCI POOLS;Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2004231;Pool Enclosure; 2020-juil-03
1531  ;CREAGAN CRT ;K4C0A5;Ward 19;4M1405;5;MCI POOLS;Single;Cumberland;Install an enclosure for an inground pool;0;0;0;2004232;Pool Enclosure; 2020-juil-03
1963  ;SOLANO TERR ;K4A3H7;Ward 19;50M180;230;***CONTRACTOR***;Single;Cumberland;Install an enclosure for an above ground pool (rear yard);0;0;0;2004233;Pool Enclosure; 2020-juil-03
1565  ;RANGELAND AVE ;K4P0E1;Ward 20;4M1548;18;SPLASH POOLS & SPAS;Single;Osgoode;Install an enclosure for an inground pool (rear yard);0;0;0;2004234;Pool Enclosure; 2020-juil-03
248  ;NORTHWIND ST ;K4A5G5;Ward 19;4M1279;46;***CONTRACTOR***;Single;Cumberland;Install a pool enclosure around a HotTub;0;0;0;2004236;Pool Enclosure; 2020-juil-03
645  ;PINE VISTA DR ;K4A5B4;Ward 1;4M1228;225;MERMAID POOLS;Single;Cumberland;Install an enclosure for an above ground pool (rear yard);0;0;0;2004237;Pool Enclosure; 2020-juil-03
75  ;WINCHESTER DR ;K2L2R3;Ward 23;M309;110;MARK SLATER CONSTRUCTION;Single;Kanata;Replace existing deck with new footings (front yard);0;6 000;160;2004238;Construction; 2020-juil-06
80  ;MARKETPLACE AVE ;K2J5G3;Ward 22;4M1134;;CONTRACTOR UNKNOWN;Commercial;Nepean;Tenant fit up in a 1 storey retail building (Unit J009 - Tokyo Smoke);0;150 000;1615;2004239;Construction; 2020-juil-06
241  ;OSTERLEY WAY ;K2S2P3;Ward 6;;108;RICHCRAFT HOMES LIMITED;Single;Goulbourn;Construct a 2 Storey Single with attached garage  Model: 35-18 Baldwin 2012 C&D;1;397 314;2673;2004240;Construction; 2020-juil-06
4166  ;JOHN SHAW RD ;K0A2H0;Ward 5;4M-;;LAUGLIN'S CUSTOM CARPENTRY;Single;West Carleton;Construct a verandah and 2nd storey 3 season porch at the front of a 2 storey detached dwelling;0;10 000;260;2004241;Construction; 2020-juil-06
575  ;HONEYLOCUST AVE ;K2V0L8;Ward 6;;73;RICHCRAFT HOMES LIMITED;Single;Kanata;Construct a 2 Storey Single with attached garage  Model: 35-25 The Cole A;1;319 576;2150;2004242;Construction; 2020-juil-06
1535  ;OLD MONTREAL RD ;K4C1G7;Ward 19;;24;***CONTRACTOR***;Single;Cumberland;Install an inground pool enclosure (rear yard);0;0;0;2004243;Pool Enclosure; 2020-juil-06
69  ;ROCHESTER ST ;K1R7L5;Ward 14;13;20;CONTRACTOR UNKNOWN;Rowhouse;Old Ottawa;Finish the basement in a 2 storey rowhouse dwelling;0;10 405;280;2004244;Construction; 2020-juil-06
631  ;PERSEUS AVE ;;Ward 3;;83;MATTAMY DEVELOPMENT CORPORATION;Single;Nepean;Construct a 2 Storey Single with attached garage  Model: Wildflower VC-2019;1;290 628;1738;2004245;Construction; 2020-juil-06
19  ;NORTHVIEW RD ;K2E6A6;Ward 9; 563905;46;***CONTRACTOR***;Single;Nepean;Expand existing deck and stairs relocation(rear yard);0;2 000;190;2004246;Construction; 2020-juil-06
642  ;DONAT ST ;K1K3L9;Ward 13;587;72;***CONTRACTOR***;Detached Garage/Shed;Old Ottawa;Construct a screened in porch addition and a deck (rear yard);0;5 000;78;2004247;Construction; 2020-juil-06
652  ;PERSEUS AVE ;;Ward 3;;113;MATTAMY DEVELOPMENT CORPORATION;Single;Nepean;Construct a 2 Storey Single with attached garage  Model: Parkside 2019 TN;1;445 139;2662;2004248;Construction; 2020-juil-06
315  ;PROXIMA TERR ;;Ward 3;;53;MATTAMY DEVELOPMENT CORPORATION;Single;Nepean;Construct a 2 Storey Single with attached garage  Model: Broadleaf 2019 GE;1;268 388;1605;2004249;Construction; 2020-juil-06
555  ;WINDERMERE AVE ;K2A2W4;Ward 15;M29;539;RIDEAU POOLS INC.;Single;Old Ottawa;Install an enclosure for an in ground pool (rear yard);0;0;0;2004250;Pool Enclosure; 2020-juil-06
412  ;ARRISDALE CRT ;K2K3M7;Ward 4;;;CONTRACTOR UNKNOWN;Single;Kanata;Install an enclosure for an in-ground pool (rear yard);0;0;0;2004251;Pool Enclosure; 2020-juil-06
1400  ;WELLINGTON ST W;K1Y2X2;Ward 15;287;50;CONTRACTOR UNKNOWN;Commercial;Old Ottawa;Tenant fit-up in a 2 storey commercial building (Medical Office);0;140 000;2440;2004252;Construction; 2020-juil-06
37  ;BARRHAVEN CRES ;K2J1E7;Ward 3;114;271;CONTRACTOR UNKNOWN;Single;Nepean;Interior alterations to a 1 storey detached dwelling (new opening in dining room to outside patio);0;5 000;22;2004253;Construction; 2020-juil-06
318  ;BAMBURGH WAY ;K2J5R2;Ward 3;4M-1449;7;BMX RENOVATIONS INC;Single;Nepean;Install an enclosure for an inground pool (rear yard);0;0;0;2004254;Pool Enclosure; 2020-juil-06
2570  -136;SOUTHVALE CRES ;K1B5B7;Ward 18;4M-;;CONTRACTOR UNKNOWN;Rowhouse;Old Ottawa;Interior alterations in a 2 storey rowhouse (add 2 new windows);0;10 000;108;2004255;Construction; 2020-juil-06
138  ;SOMERSET ST W;K2P0A3;Ward 14;4M-;;HIGHBRIDGE CONSTRUCTION;Apartment;Old Ottawa;Interior alterations to an 11 storey condo building (create opening in units 710 & 712);0;25 000;1298;2004256;Construction; 2020-juil-06
6580  ;MORNINGVIEW ST ;K1C7H1;Ward 2;4M759;15;MERMAID POOLS;Single;Gloucester;Install a pool enclosure for an above ground pool;0;0;0;2004257;Pool Enclosure; 2020-juil-06
479  ;WOLFFDALE CRES ;K1K1N6;Ward 13;4M-;;OUT OF THIS WORLD HOME SERVICES;Single;Old Ottawa;PLUMBING ONLY - Install a backwater valve on the sanitary sewer in a 2 storey semi-detached dwelling;0;0;0;2004258;Construction; 2020-juil-06
224  ;ROGER RD ;K1H5C6;Ward 18;4M-;16;PROJEX DESIGN BUILD;Single;Old Ottawa;Construct a 2 storey detached dwelling;1;891 190;6829;2004259;Construction; 2020-juil-06
5511  ;MANOTICK MAIN ST ;;Ward 21;488;1;CONTRACTOR UNKNOWN;Retail;Rideau;PLUMBING ONLY - Install a backflow prevention device on the domestic cold water supply in a 1 storey retail building;0;4 200;0;2004260;Construction; 2020-juil-06
38  ;HOPEWELL AVE ;K1S2Y8;Ward 17;4M-;17;CONTRACTOR UNKNOWN;Single;Old Ottawa;Construct a 2nd floor addition and interior alterations to a 2 storey detached dwelling;0;66 312;562;2004261;Construction; 2020-juil-06
9  ;VERONICA PL ;K2H8M3;Ward 9;M124;65;CONTRACTOR UNKNOWN;Single;Nepean;Install an enclosure for an above ground pool (rear yard);0;0;0;2004262;Pool Enclosure; 2020-juil-06
68  ;ARGUE DR ;K2E6S1;Ward 9;289002;7;CONTRACTOR UNKNOWN;Semi - Detached;Nepean;Construct a 2 storey detached dwelling;1;507 513;3035;2004263;Construction; 2020-juil-06
135  ;HINCHEY AVE ;K1Y1L5;Ward 15;4M-;3;***CONTRACTOR***;Single;Old Ottawa;Convert a detached dwelling to duplex and build a 2 storey deck (rear);1;75 000;1292;2004264;Construction; 2020-juil-06
84  ;ELM ST ;K1R6N3;Ward 14;13 E;59;CONTRACTOR UNKNOWN;Single;Old Ottawa;Construct a deck (rear yard);0;6 000;495;2004265;Construction; 2020-juil-06
2759  -10;FENTON RD ;K1T3T8;Ward 22;481;;CONTRACTOR UNKNOWN;Industrial;Gloucester;PLUMBING ONLY - Install a backflow prevention device on the domestic cold water supply in a 2 storey industrial building;0;3 800;0;2004266;Construction; 2020-juil-06
176  ;PLYMOUTH ST ;K1S5S7;Ward 17;47;;AMSTED DESIGN BUILD;Rowhouse;Old Ottawa;Remove and replace existing second storey balcony to a 3 storey rowhouse (rear yard);0;6 000;212;2004267;Construction; 2020-juil-06
2757  ;FENTON RD ;K1T3T8;Ward 22;481;;CONTRACTOR UNKNOWN;Retail;Gloucester;PLUMBING ONLY - Install a backflow prevention device on the domestic cold water supply in a 2 storey retail building;0;3 800;0;2004268;Construction; 2020-juil-06
1385  ;WOODROFFE AVE ;K2G1V8;Ward 8;4M-;;CONTRACTOR UNKNOWN;Institutional;Nepean;"Construct a pedestrian bridge with alterations to Building ""E"" to accomodate the connection (Algonquin college)";0;0;0;2004269;Construction; 2020-juil-06
60  ;LEBRETON ST N;K1R7H4;Ward 14;4908;6;CONTRACTOR UNKNOWN;Single;Old Ottawa;Interior/exterior alterations to a low rise apartment (four existing units).;0;50 000;1561;2004270;Construction; 2020-juil-06
1897  ;MONTMERE, AVENUE DE  ;;Ward 19;4M-1313;;CANARK PAVING OTTAWA;Single;Cumberland;Install an enclosure for an inground pool (rear yard);0;0;0;2004271;Pool Enclosure; 2020-juil-06
550  ;TERMINAL AVE ;K1G0Z3;Ward 18;4M1283;;CONTRACTOR UNKNOWN;Retail;Old Ottawa;Tenant fit-up in a 2 storey mixed use building (L.L. Bean - Units 14, 16, 18);0;397 186;13240;2004272;Construction; 2020-juil-06
1150  ;ST. MORITZ CRT ;K1C2B3;Ward 1;M-171;471;***CONTRACTOR***;Single;Gloucester;Install an enclosure for an above ground pool (rear yard);0;0;0;2004273;Pool Enclosure; 2020-juil-06
3173  ;TORWOOD DR ;K0A1T0;Ward 5;4M-;;BOEMAC;Single;West Carleton;Construct a 1 storey detached dwelling;1;347 000;3122;2004274;Construction; 2020-juil-06
7  ;BINNING CRT ;K2K1B2;Ward 4;829;578;ROCKWATER RENOVATIONS;Single;Kanata;Interior alterations to the 2nd floor of a 2 storey detached dwelling;0;5 000;0;2004275;Construction; 2020-juil-06
1375  ;TURNER CRES ;K1E2Y5;Ward 1;50M-82;10;KAMAL, FARID;Single;Cumberland;Install a pool enclosure for an inground pool (backyard);0;0;0;2004276;Pool Enclosure; 2020-juil-07
591  ;POCONO CRES ;K4A3J6;Ward 19;50M179;61;MERMAID POOLS;Single;Cumberland;Install an enclosure for a semi-inground pool (rear yard);0;0;0;2004277;Pool Enclosure; 2020-juil-07
701  ;OWLS CABIN AVE ;K1V1X1;Ward 22;4M-1144;349;***CONTRACTOR***;Single;Gloucester;Install an enclosure for a semi-inground pool (rear yard);0;0;0;2004278;Pool Enclosure; 2020-juil-07
126  ;CORNDAV WAY ;K0A2Z0;Ward 21;;;JOEL EVAN POOLS;Single;Goulbourn;Install an Enclosure for an In Ground Pool (rear yard);0;0;0;2004279;Pool Enclosure; 2020-juil-07
190  ;MOORHEAD DR ;K0A1X0;Ward 5;531;17;CONTRACTOR UNKNOWN;Demolition;West Carleton;Demolish a 2 storey detached dwelling;-1;1 000;-1500;2004280;Demolition; 2020-juil-07
1980  -1;NEEPAWA AVE ;K2A3L5;Ward 7;4M-;;TOP HAT;Semi - Detached;Old Ottawa;Install a solid fuel burning appliance in a 2 storey semi-detached dwelling;0;7 000;54;2004281;Construction; 2020-juil-07
209  ;STARLIGHT PL ;K0A1B0;Ward 21;4M1227;13;CONTRACTOR UNKNOWN;Single;Goulbourn;Construct a 1 storey detached dwelling;1;269 224;1610;2004282;Construction; 2020-juil-07
2  ;MCCUAIG DR ;K2S1S1;Ward 6;;;POOL BUILDERS OTTAWA;Single;Goulbourn;Install an enclosure for an inground pool;0;0;0;2004283;Pool Enclosure; 2020-juil-07
225  ;MCCLELLAN RD ;K2H8N5;Ward 9;564019;48;CONTRACTOR UNKNOWN;Institutional;Nepean;Interior alterations to a 1 storey place of worship (Arlington Woods Free Methodist Church);0;883 000;9591;2004284;Construction; 2020-juil-07
749  ;CARNELIAN CRES ;K1X0A9;Ward 22;4M1573;104;RINOX SIGNATURE;Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2004285;Pool Enclosure; 2020-juil-07
120  ;KIMBERWICK CRES ;K1V1K7;Ward 16;4M-624;;***CONTRACTOR***;Rowhouse;Old Ottawa;Install an enclosure for an above ground pool (rear yard);0;0;0;2004286;Pool Enclosure; 2020-juil-07
364  ;OAKCREST WAY ;K4A0S5;Ward 19;4M1387;95;***CONTRACTOR***;Single;Cumberland;Interior alterations to finish the basement;0;39 613;1066;2004287;Construction; 2020-juil-07
1341  ;BASELINE RD ;K1A0C5;Ward 16;4M-;;CANNONBYE CONSTRUCTION LIMITED;Office;Old Ottawa;Interior alterations to a 12 storey office building (Skyline Campus - Tower 7);0;250 000;174721;2004288;Construction; 2020-juil-07
2104  ;DAMASK AVE ;K4A0P4;Ward 19;4M1382;100;***CONTRACTOR***;Single;Cumberland;Interior alteration to finish the basement in a detached dwelling;0;19 583;527;2004289;Construction; 2020-juil-07
17  ;DE LA COTE-DES-NEIGES RD ;K2G2C3;Ward 8;;1133 TO 1136;VALLEY PROPERTY PROS;Single;Nepean;Install an enclosure for an above ground pool (rear yard);0;0;0;2004290;Pool Enclosure; 2020-juil-07
53  ;SOUTHPARK DR ;K1B3B8;Ward 2;805;131;***CONTRACTOR***;Single;Gloucester;Install an enclosure for an above ground pool (rear yard);0;0;0;2004291;Pool Enclosure; 2020-juil-07
7960  ;IVESON DR ;K0A2P0;Ward 20;4M-923;35;CONTRACTOR UNKNOWN;Single;Osgoode;Construct a 1 storey detached dwelling;1;327 008;2500;2004292;Construction; 2020-juil-07
726  ;THICKET WAY ;K4A3B6;Ward 19;50M162;207;***CONTRACTOR***;Single;Cumberland;Install an enclosure for a hot tub;0;0;0;2004293;Pool Enclosure; 2020-juil-07
120  ;MANGROVE CRES ;K1T0E4;Ward 22;4M1385;16;MCI POOLS;Single;Gloucester;Install an enclosure for an inground pool;0;0;0;2004294;Pool Enclosure; 2020-juil-07
66  ;FRIENDLY CRES ;K2S2B6;Ward 6;4M-1163;72;JOEL EVAN POOLS;Single;Goulbourn;Install an Enclosure for an Inground Pool (rear yard);0;0;0;2004295;Pool Enclosure; 2020-juil-07
29  ;ROBINSON AVE ;K1N8N8;Ward 12;190;29;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 2 storey detached dwelling;-1;28 500;-2428;2004297;Demolition; 2020-juil-07
27  ;ROBINSON AVE ;K1N8N8;Ward 12;190;32;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a  2 storey detached dwelling;-1;28 500;-1991;2004298;Demolition; 2020-juil-07
31  ;ROBINSON AVE ;K1N8N8;Ward 12;190;26;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 2 storey detached dwelling;-1;28 500;-1410;2004299;Demolition; 2020-juil-07
29  ;ROBINSON AVE ;K1N8N8;Ward 12;190;29;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Excavation, shoring and foundation for a wood framed 6 storey apartment building;46;5 336 826;31915;2004300;Construction; 2020-juil-07
2420  ;MONROE AVE ;K2C1L2;Ward 8;394911;610;MERMAID POOLS (MERIVALE);Single;Old Ottawa;Install an enclosure for a semi-inground pool (rear yard);0;0;0;2004301;Pool Enclosure; 2020-juil-07
80  ;TRIPP CRES ;K2J1C8;Ward 3;M125;400;***CONTRACTOR***;Single;Nepean;Install an enclosure for an above ground pool (rear yard);0;0;0;2004302;Pool Enclosure; 2020-juil-07
1009  ;HOOPER ST ;K1Z6K4;Ward 16;314;179;CONTRACTOR UNKNOWN;Rowhouse;Old Ottawa;Exterior alterations to a 2 storey rowhouse dwelling (front foundation wall);0;20 000;72;2004303;Construction; 2020-juil-07
80  ;LANTERN RD ;K4M0N4;Ward 21;4M-1657;8;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Juneberry 2017 C;1;399 321;2388;2004304;Construction; 2020-juil-07
1019  ;OFFLEY RD ;K4M0N4;Ward 21;4M 1657;9;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Sugarplum 2017 A;1;416 879;2493;2004305;Construction; 2020-juil-07
452  ;OLD ST. PATRICK ST ;K1N5L3;Ward 12;43586;11;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Construct a deck (rear yard);0;3 000;290;2004306;Construction; 2020-juil-07
249  ;HANNAH ST ;K1L7N1;Ward 12;59;18;CONTRACTOR UNKNOWN;Apartment;Vanier;Interior alterations to convert a 1 storey duplex to a rooming house;0;1 000;0;2004307;Construction; 2020-juil-07
251  ;HANNAH ST ;K1L7N1;Ward 12;59;18;CONTRACTOR UNKNOWN;Apartment;Vanier;Interior alterations to convert a 1 storey duplex to a rooming house;0;1 000;0;2004307;Construction; 2020-juil-07
59  ;ASHGROVE CRES ;K2G0S8;Ward 8;4M-;;BUILDABLE;Single;Nepean;Interior alterations on the 1st floor of a 1 storey detached dwelling (bathroom);0;9 000;33;2004308;Construction; 2020-juil-07
200  ;OLD COLONY RD ;K2L1M7;Ward 23;;;***CONTRACTOR***;Single;Kanata;Construct a deck (front yard);0;5 000;121;2004309;Construction; 2020-juil-07
108  ;JUANITA AVE ;;Ward 5;4M-;;CONTRACTOR UNKNOWN;Other;West Carleton;Alterations to construct roofs over existing dugouts - four dugouts;0;20 000;672;2004310;Construction; 2020-juil-07
800  ;BAYVIEW DR ;K0A3M0;Ward 5;424;43;CONTRACTOR UNKNOWN;Single;West Carleton;Construct a 1 storey detached dwelling;1;196 199;1173;2004311;Construction; 2020-juil-07
160  ;ELGIN ST ;K2P2P7;Ward 14;2996;50-57;CONTRACTOR UNKNOWN;Office;Old Ottawa;Interior atlerations on the ground floor of a 27 storey office building;0;1 600 000;10400;2004312;Construction; 2020-juil-07
653  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
653  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
655  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
655  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
657  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
657  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
659  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
659  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
661  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
661  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
663  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
663  ;MAKWA PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
816  ;KINIW PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
816  ;KINIW PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
818  ;KINIW PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
818  ;KINIW PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
820  ;KINIW PRIV ;K1K5A3;Ward 13;4M-1581;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
820  ;KINIW PRIV ;K1K5A3;Ward 13;4M-1581;;MATTAMY (ROCKCLIFFE) INC.;Apartment;Old Ottawa;Construct a 3 storey block of 12 unit back to back stacked dwellings Models: Haydon/Britannia & Landsdowne/Clover;12;1 685 578;12960;2004313;Construction; 2020-juil-07
